Date,Machine_ID,Machine_Type,Production_Line,Install_Date,Last_Maintenance_Date,Avg_Error_Count_Monthly,Avg_Lifetime_Years,Plant_Number,Plant_Address
2021-04-30,Machine_1002,Drilling,Line_3,2015-04-08,2019-11-05,13,10,PL-123,"Suzhou, China"
2021-04-30,Machine_1003,3D Printer,Line_1,2016-06-13,2019-06-23,4,16,PL-123,"Suzhou, China"
2021-04-30,Machine_1004,Milling,Line_3,2015-01-27,2019-10-09,5,15,PL-123,"Suzhou, China"
2021-04-30,Machine_1005,Drilling,Line_4,2019-06-01,2019-05-28,2,8,PL-123,"Suzhou, China"
2021-04-30,Machine_1006,Lathe,Line_3,2019-02-16,2019-06-23,1,7,PL-123,"Suzhou, China"
2021-04-30,Machine_1007,Lathe,Line_4,2019-08-24,2019-09-07,6,5,PL-123,"Suzhou, China"
2021-04-30,Machine_1008,Milling,Line_1,2015-06-30,2019-06-18,10,15,PL-123,"Suzhou, China"
2021-04-30,Machine_1009,CNC,Line_2,2015-12-27,2019-04-03,4,7,PL-123,"Suzhou, China"
2021-04-30,Machine_1010,CNC,Line_1,2015-11-23,2019-09-28,8,16,PL-123,"Suzhou, China"
2021-04-30,Machine_1011,CNC,Line_1,2016-07-27,2019-02-02,14,18,PL-123,"Suzhou, China"
2021-04-30,Machine_1012,Lathe,Line_2,2018-01-15,2019-01-26,2,13,PL-123,"Suzhou, China"
2021-04-30,Machine_1013,CNC,Line_3,2018-04-03,2019-08-08,13,9,PL-123,"Suzhou, China"
2021-04-30,Machine_1014,3D Printer,Line_2,2017-09-15,2019-01-11,14,17,PL-123,"Suzhou, China"
2021-04-30,Machine_1015,Drilling,Line_3,2016-12-02,2019-01-21,7,10,PL-123,"Suzhou, China"
2021-04-30,Machine_1016,Lathe,Line_3,2017-05-06,2019-09-19,5,9,PL-123,"Suzhou, China"
2021-04-30,Machine_1017,Milling,Line_4,2019-06-15,2019-01-31,3,5,PL-123,"Suzhou, China"
2021-04-30,Machine_1018,Milling,Line_4,2015-06-20,2019-04-22,11,14,PL-123,"Suzhou, China"
2021-04-30,Machine_1019,Drilling,Line_2,2016-10-07,2019-09-24,11,5,PL-123,"Suzhou, China"
2021-04-30,Machine_1020,Lathe,Line_1,2015-11-11,2019-10-25,14,8,PL-123,"Suzhou, China"
2021-04-30,Machine_1021,CNC,Line_2,2017-11-01,2019-11-25,8,19,PL-123,"Suzhou, China"
2021-04-30,Machine_1022,CNC,Line_3,2017-02-25,2019-10-12,4,7,PL-123,"Suzhou, China"
2021-04-30,Machine_1023,3D Printer,Line_4,2018-10-18,2019-03-28,14,15,PL-123,"Suzhou, China"
2021-04-30,Machine_1024,3D Printer,Line_2,2017-05-16,2019-11-29,9,12,PL-123,"Suzhou, China"
2021-04-30,Machine_1025,CNC,Line_2,2016-11-14,2019-09-02,5,16,PL-123,"Suzhou, China"
2021-04-30,Machine_1026,Milling,Line_4,2016-03-24,2019-02-26,13,16,PL-123,"Suzhou, China"
2021-04-30,Machine_1027,Milling,Line_4,2016-01-22,2019-10-28,14,11,PL-123,"Suzhou, China"
2021-04-30,Machine_1028,3D Printer,Line_4,2019-08-17,2019-05-14,14,19,PL-123,"Suzhou, China"
2021-04-30,Machine_1029,Drilling,Line_3,2017-12-03,2019-08-25,12,15,PL-123,"Suzhou, China"
2021-04-30,Machine_1030,CNC,Line_4,2015-06-16,2019-06-27,8,19,PL-123,"Suzhou, China"
2021-04-30,Machine_1031,3D Printer,Line_1,2015-11-14,2019-03-10,6,11,PL-123,"Suzhou, China"
2021-04-30,Machine_1032,3D Printer,Line_2,2015-03-12,2019-03-17,11,19,PL-123,"Suzhou, China"
2021-04-30,Machine_1033,CNC,Line_4,2017-03-10,2019-06-17,4,12,PL-123,"Suzhou, China"
2021-04-30,Machine_1034,CNC,Line_4,2016-11-08,2019-10-18,1,18,PL-123,"Suzhou, China"
2021-04-30,Machine_1035,Milling,Line_3,2018-06-27,2019-02-28,3,14,PL-123,"Suzhou, China"
2021-04-30,Machine_1036,Drilling,Line_3,2015-01-23,2019-04-18,1,11,PL-123,"Suzhou, China"
2021-04-30,Machine_1037,Drilling,Line_2,2016-01-16,2019-10-08,2,14,PL-123,"Suzhou, China"
2021-04-30,Machine_1038,CNC,Line_1,2017-09-17,2019-08-08,9,6,PL-123,"Suzhou, China"
2021-04-30,Machine_1039,Lathe,Line_2,2015-07-10,2019-07-12,11,8,PL-123,"Suzhou, China"
2021-04-30,Machine_1040,3D Printer,Line_4,2017-06-27,2019-05-04,2,19,PL-123,"Suzhou, China"
2021-04-30,Machine_1041,3D Printer,Line_1,2017-08-12,2019-04-12,3,15,PL-123,"Suzhou, China"
2021-04-30,Machine_1042,CNC,Line_1,2019-09-11,2019-03-04,5,10,PL-123,"Suzhou, China"
2021-04-30,Machine_1043,Lathe,Line_1,2017-03-23,2019-07-06,11,7,PL-123,"Suzhou, China"
2021-04-30,Machine_1044,Milling,Line_1,2015-05-24,2019-02-09,2,19,PL-123,"Suzhou, China"
2021-04-30,Machine_1045,CNC,Line_2,2017-03-17,2019-07-02,9,7,PL-123,"Suzhou, China"
2021-04-30,Machine_1046,CNC,Line_3,2017-06-21,2019-01-12,13,19,PL-123,"Suzhou, China"
2021-04-30,Machine_1047,3D Printer,Line_3,2018-09-18,2019-12-05,0,10,PL-123,"Suzhou, China"
2021-04-30,Machine_1048,CNC,Line_4,2016-02-17,2019-10-14,0,5,PL-123,"Suzhou, China"
2021-04-30,Machine_1049,CNC,Line_3,2018-10-27,2019-01-19,8,18,PL-123,"Suzhou, China"
2021-05-31,Machine_1000,CNC,Line_3,2015-04-08,2019-08-29,8,5,PL-123,"Suzhou, China"
2021-05-31,Machine_1001,3D Printer,Line_3,2019-01-06,2019-10-04,4,9,PL-123,"Suzhou, China"
2021-05-31,Machine_1002,Milling,Line_3,2014-10-06,2019-12-08,8,5,PL-123,"Suzhou, China"
2021-05-31,Machine_1003,Milling,Line_4,2014-07-17,2019-06-30,10,14,PL-123,"Suzhou, China"
2021-05-31,Machine_1004,CNC,Line_2,2016-05-13,2019-03-29,6,12,PL-123,"Suzhou, China"
2021-05-31,Machine_1005,3D Printer,Line_1,2017-10-27,2019-08-26,8,6,PL-123,"Suzhou, China"
2021-05-31,Machine_1006,Milling,Line_3,2017-11-06,2019-02-27,11,10,PL-123,"Suzhou, China"
2021-05-31,Machine_1007,Milling,Line_2,2017-02-16,2019-06-18,6,14,PL-123,"Suzhou, China"
2021-05-31,Machine_1008,Milling,Line_3,2018-09-02,2019-10-27,8,14,PL-123,"Suzhou, China"
2021-05-31,Machine_1009,3D Printer,Line_3,2017-06-25,2019-06-07,14,9,PL-123,"Suzhou, China"
2021-05-31,Machine_1010,3D Printer,Line_1,2018-06-13,2019-12-06,1,14,PL-123,"Suzhou, China"
2021-05-31,Machine_1011,CNC,Line_1,2015-10-16,2019-03-10,10,16,PL-123,"Suzhou, China"
2021-05-31,Machine_1012,Drilling,Line_1,2019-07-17,2019-10-29,10,16,PL-123,"Suzhou, China"
2021-05-31,Machine_1013,Milling,Line_3,2015-08-20,2019-03-29,7,8,PL-123,"Suzhou, China"
2021-05-31,Machine_1014,Drilling,Line_3,2016-08-22,2019-02-23,6,5,PL-123,"Suzhou, China"
2021-05-31,Machine_1015,3D Printer,Line_3,2014-11-07,2019-09-27,5,18,PL-123,"Suzhou, China"
2021-05-31,Machine_1016,3D Printer,Line_1,2016-06-26,2019-02-08,4,18,PL-123,"Suzhou, China"
2021-05-31,Machine_1017,3D Printer,Line_4,2019-03-08,2019-11-24,3,7,PL-123,"Suzhou, China"
2021-05-31,Machine_1018,Drilling,Line_2,2019-02-20,2019-12-01,6,17,PL-123,"Suzhou, China"
2021-05-31,Machine_1019,3D Printer,Line_4,2019-02-24,2019-02-05,2,16,PL-123,"Suzhou, China"
2021-05-31,Machine_1020,CNC,Line_3,2018-05-04,2019-03-13,7,8,PL-123,"Suzhou, China"
2021-05-31,Machine_1021,3D Printer,Line_3,2019-09-08,2019-11-05,1,6,PL-123,"Suzhou, China"
2021-05-31,Machine_1022,Lathe,Line_4,2015-07-25,2019-12-18,0,16,PL-123,"Suzhou, China"
2021-05-31,Machine_1023,Drilling,Line_3,2017-04-23,2019-04-17,10,6,PL-123,"Suzhou, China"
2021-05-31,Machine_1024,Lathe,Line_2,2018-10-27,2019-07-13,1,6,PL-123,"Suzhou, China"
2021-05-31,Machine_1025,3D Printer,Line_3,2017-10-07,2019-06-04,8,15,PL-123,"Suzhou, China"
2021-05-31,Machine_1026,CNC,Line_2,2018-03-22,2019-09-13,4,5,PL-123,"Suzhou, China"
2021-05-31,Machine_1027,Milling,Line_4,2015-04-13,2019-10-13,10,14,PL-123,"Suzhou, China"
2021-05-31,Machine_1028,3D Printer,Line_4,2017-02-24,2019-07-13,7,6,PL-123,"Suzhou, China"
2021-05-31,Machine_1029,CNC,Line_3,2019-01-11,2019-07-03,2,10,PL-123,"Suzhou, China"
2021-05-31,Machine_1030,Drilling,Line_2,2017-01-05,2019-08-04,6,7,PL-123,"Suzhou, China"
2021-05-31,Machine_1031,Lathe,Line_3,2014-10-30,2019-08-07,14,14,PL-123,"Suzhou, China"
2021-05-31,Machine_1032,Lathe,Line_1,2017-09-26,2019-10-18,1,9,PL-123,"Suzhou, China"
2021-05-31,Machine_1033,Lathe,Line_1,2017-04-27,2019-06-08,7,5,PL-123,"Suzhou, China"
2021-05-31,Machine_1034,Drilling,Line_1,2017-07-01,2019-01-29,13,12,PL-123,"Suzhou, China"
2021-05-31,Machine_1035,CNC,Line_1,2016-06-15,2019-05-09,6,17,PL-123,"Suzhou, China"
2021-05-31,Machine_1036,Drilling,Line_3,2017-12-14,2019-03-17,11,8,PL-123,"Suzhou, China"
2021-05-31,Machine_1037,Lathe,Line_1,2016-12-28,2019-07-04,4,13,PL-123,"Suzhou, China"
2021-05-31,Machine_1038,3D Printer,Line_2,2015-07-25,2019-02-10,11,8,PL-123,"Suzhou, China"
2021-05-31,Machine_1039,Milling,Line_4,2018-06-10,2019-11-13,10,18,PL-123,"Suzhou, China"
2021-05-31,Machine_1040,Drilling,Line_4,2015-11-16,2019-12-16,3,19,PL-123,"Suzhou, China"
2021-05-31,Machine_1041,Drilling,Line_1,2017-11-03,2019-07-02,0,19,PL-123,"Suzhou, China"
2021-05-31,Machine_1042,CNC,Line_1,2015-04-25,2019-07-25,4,19,PL-123,"Suzhou, China"
2021-05-31,Machine_1043,CNC,Line_1,2017-10-24,2019-05-26,11,6,PL-123,"Suzhou, China"
2021-05-31,Machine_1044,Drilling,Line_3,2018-05-05,2019-02-24,8,7,PL-123,"Suzhou, China"
2021-05-31,Machine_1045,Lathe,Line_4,2017-01-05,2019-09-28,9,9,PL-123,"Suzhou, China"
2021-05-31,Machine_1046,Milling,Line_1,2016-12-18,2019-04-14,3,16,PL-123,"Suzhou, China"
2021-05-31,Machine_1047,CNC,Line_2,2015-06-26,2019-12-02,12,14,PL-123,"Suzhou, China"
2021-05-31,Machine_1048,Lathe,Line_1,2017-07-12,2019-04-10,8,19,PL-123,"Suzhou, China"
2021-05-31,Machine_1049,3D Printer,Line_4,2017-06-15,2019-11-20,11,17,PL-123,"Suzhou, China"
2021-06-30,Machine_1000,CNC,Line_1,2016-01-14,2019-04-07,1,17,PL-123,"Suzhou, China"
2021-06-30,Machine_1001,Lathe,Line_4,2019-02-22,2019-05-03,3,18,PL-123,"Suzhou, China"
2021-06-30,Machine_1002,Lathe,Line_1,2016-05-10,2019-12-20,8,10,PL-123,"Suzhou, China"
2021-06-30,Machine_1003,Milling,Line_2,2019-04-08,2019-01-10,3,11,PL-123,"Suzhou, China"
2021-06-30,Machine_1004,Milling,Line_1,2016-01-09,2019-02-18,4,8,PL-123,"Suzhou, China"
2021-06-30,Machine_1005,3D Printer,Line_2,2016-02-28,2019-05-10,10,11,PL-123,"Suzhou, China"
2021-06-30,Machine_1006,Lathe,Line_2,2017-01-19,2019-03-14,7,19,PL-123,"Suzhou, China"
2021-06-30,Machine_1007,Lathe,Line_1,2016-02-03,2019-10-14,0,14,PL-123,"Suzhou, China"
2021-06-30,Machine_1008,Milling,Line_2,2019-05-01,2019-02-13,0,7,PL-123,"Suzhou, China"
2021-06-30,Machine_1009,CNC,Line_3,2014-10-21,2019-04-13,8,11,PL-123,"Suzhou, China"
2021-06-30,Machine_1010,CNC,Line_1,2018-04-26,2019-08-01,8,8,PL-123,"Suzhou, China"
2021-06-30,Machine_1011,Drilling,Line_1,2016-09-05,2019-11-29,3,17,PL-123,"Suzhou, China"
2021-06-30,Machine_1012,Milling,Line_2,2018-06-28,2019-05-03,12,17,PL-123,"Suzhou, China"
2021-06-30,Machine_1013,Drilling,Line_2,2019-07-26,2019-01-24,1,12,PL-123,"Suzhou, China"
2021-06-30,Machine_1014,Milling,Line_1,2016-01-28,2019-07-01,12,13,PL-123,"Suzhou, China"
2021-06-30,Machine_1015,3D Printer,Line_3,2018-04-14,2019-01-25,8,11,PL-123,"Suzhou, China"
2021-06-30,Machine_1016,Lathe,Line_2,2016-04-21,2019-02-01,13,12,PL-123,"Suzhou, China"
2021-06-30,Machine_1017,3D Printer,Line_2,2016-12-04,2019-07-17,3,12,PL-123,"Suzhou, China"
2021-06-30,Machine_1018,Milling,Line_4,2018-06-07,2019-01-09,5,6,PL-123,"Suzhou, China"
2021-06-30,Machine_1019,Lathe,Line_3,2015-06-12,2019-01-09,11,13,PL-123,"Suzhou, China"
2021-06-30,Machine_1020,CNC,Line_3,2015-02-10,2019-03-12,0,10,PL-123,"Suzhou, China"
2021-06-30,Machine_1021,CNC,Line_1,2017-08-28,2019-12-05,11,15,PL-123,"Suzhou, China"
2021-06-30,Machine_1022,Drilling,Line_3,2017-08-03,2019-11-09,8,8,PL-123,"Suzhou, China"
2021-06-30,Machine_1023,Milling,Line_1,2016-09-16,2019-07-21,4,19,PL-123,"Suzhou, China"
2021-06-30,Machine_1024,Milling,Line_4,2018-07-18,2019-01-02,14,9,PL-123,"Suzhou, China"
2021-06-30,Machine_1025,CNC,Line_3,2014-09-25,2019-05-06,2,14,PL-123,"Suzhou, China"
2021-06-30,Machine_1026,3D Printer,Line_2,2016-07-04,2019-02-10,3,9,PL-123,"Suzhou, China"
2021-06-30,Machine_1027,Lathe,Line_4,2014-10-07,2019-05-12,0,11,PL-123,"Suzhou, China"
2021-06-30,Machine_1028,3D Printer,Line_1,2018-08-19,2019-05-20,13,18,PL-123,"Suzhou, China"
2021-06-30,Machine_1029,3D Printer,Line_4,2016-02-29,2019-10-28,8,13,PL-123,"Suzhou, China"
2021-06-30,Machine_1030,CNC,Line_1,2019-07-29,2019-11-22,13,11,PL-123,"Suzhou, China"
2021-06-30,Machine_1031,CNC,Line_4,2016-12-25,2019-10-25,7,13,PL-123,"Suzhou, China"
2021-06-30,Machine_1032,CNC,Line_1,2019-03-22,2019-01-04,3,8,PL-123,"Suzhou, China"
2021-06-30,Machine_1033,Drilling,Line_3,2018-08-22,2019-05-02,1,14,PL-123,"Suzhou, China"
2021-06-30,Machine_1034,3D Printer,Line_2,2018-01-27,2019-09-07,13,18,PL-123,"Suzhou, China"
2021-06-30,Machine_1035,Milling,Line_1,2017-07-28,2019-06-15,8,14,PL-123,"Suzhou, China"
2021-06-30,Machine_1036,Lathe,Line_4,2019-04-19,2019-12-05,3,8,PL-123,"Suzhou, China"
2021-06-30,Machine_1037,Drilling,Line_1,2014-10-09,2019-05-11,8,10,PL-123,"Suzhou, China"
2021-06-30,Machine_1038,Milling,Line_1,2015-01-11,2019-07-09,9,12,PL-123,"Suzhou, China"
2021-06-30,Machine_1039,3D Printer,Line_1,2015-12-11,2019-10-13,2,18,PL-123,"Suzhou, China"
2021-06-30,Machine_1040,CNC,Line_4,2015-09-21,2019-10-30,6,13,PL-123,"Suzhou, China"
2021-06-30,Machine_1041,3D Printer,Line_2,2018-02-12,2019-04-22,6,5,PL-123,"Suzhou, China"
2021-06-30,Machine_1042,Lathe,Line_3,2018-06-15,2019-01-07,9,5,PL-123,"Suzhou, China"
2021-06-30,Machine_1043,Drilling,Line_2,2015-02-10,2019-10-08,12,17,PL-123,"Suzhou, China"
2021-06-30,Machine_1044,Drilling,Line_1,2018-07-05,2019-11-18,3,12,PL-123,"Suzhou, China"
2021-06-30,Machine_1045,Lathe,Line_4,2014-11-15,2019-03-31,1,15,PL-123,"Suzhou, China"
2021-06-30,Machine_1046,Milling,Line_2,2017-07-15,2019-02-09,10,11,PL-123,"Suzhou, China"
2021-06-30,Machine_1047,Milling,Line_1,2014-11-22,2019-02-26,8,13,PL-123,"Suzhou, China"
2021-06-30,Machine_1048,Drilling,Line_3,2015-08-04,2019-08-24,3,15,PL-123,"Suzhou, China"
2021-06-30,Machine_1049,Drilling,Line_3,2015-06-23,2019-02-02,7,7,PL-123,"Suzhou, China"
2021-07-31,Machine_1000,CNC,Line_3,2016-09-22,2019-11-28,13,14,PL-123,"Suzhou, China"
2021-07-31,Machine_1001,Milling,Line_1,2017-03-09,2019-07-16,1,16,PL-123,"Suzhou, China"
2021-07-31,Machine_1002,Lathe,Line_4,2015-01-03,2019-09-30,7,9,PL-123,"Suzhou, China"
2021-07-31,Machine_1003,Milling,Line_2,2019-09-07,2019-08-31,10,7,PL-123,"Suzhou, China"
2021-07-31,Machine_1004,CNC,Line_3,2015-06-22,2019-05-14,9,19,PL-123,"Suzhou, China"
2021-07-31,Machine_1005,Drilling,Line_1,2017-09-23,2019-07-10,4,9,PL-123,"Suzhou, China"
2021-07-31,Machine_1006,Drilling,Line_1,2018-11-02,2019-06-15,6,14,PL-123,"Suzhou, China"
2021-07-31,Machine_1007,CNC,Line_2,2017-01-02,2019-07-01,6,5,PL-123,"Suzhou, China"
2021-07-31,Machine_1008,Lathe,Line_3,2015-03-13,2019-12-22,11,18,PL-123,"Suzhou, China"
2021-07-31,Machine_1009,Drilling,Line_1,2018-01-19,2019-05-08,8,15,PL-123,"Suzhou, China"
2021-07-31,Machine_1010,3D Printer,Line_2,2018-03-27,2019-09-28,2,8,PL-123,"Suzhou, China"
2021-07-31,Machine_1011,Drilling,Line_4,2018-02-05,2019-10-22,9,10,PL-123,"Suzhou, China"
2021-07-31,Machine_1012,3D Printer,Line_4,2017-03-17,2019-02-06,3,6,PL-123,"Suzhou, China"
2021-07-31,Machine_1013,CNC,Line_4,2014-12-27,2019-05-31,9,17,PL-123,"Suzhou, China"
2021-07-31,Machine_1014,CNC,Line_3,2017-06-04,2019-09-09,3,11,PL-123,"Suzhou, China"
2021-07-31,Machine_1015,Drilling,Line_2,2016-05-16,2019-02-08,14,12,PL-123,"Suzhou, China"
2021-07-31,Machine_1016,Milling,Line_2,2018-10-15,2019-03-07,12,5,PL-123,"Suzhou, China"
2021-07-31,Machine_1017,3D Printer,Line_1,2014-08-04,2019-04-17,9,17,PL-123,"Suzhou, China"
2021-07-31,Machine_1018,Lathe,Line_1,2015-06-30,2019-12-10,4,8,PL-123,"Suzhou, China"
2021-07-31,Machine_1019,Drilling,Line_1,2017-05-18,2019-07-13,13,15,PL-123,"Suzhou, China"
2021-07-31,Machine_1020,Lathe,Line_2,2015-10-31,2019-11-10,5,8,PL-123,"Suzhou, China"
2021-07-31,Machine_1021,Drilling,Line_1,2016-04-30,2019-09-03,14,17,PL-123,"Suzhou, China"
2021-07-31,Machine_1022,Milling,Line_2,2018-07-06,2019-06-01,2,9,PL-123,"Suzhou, China"
2021-07-31,Machine_1023,Milling,Line_2,2014-10-31,2019-04-11,12,18,PL-123,"Suzhou, China"
2021-07-31,Machine_1024,Milling,Line_4,2019-02-14,2019-02-19,3,16,PL-123,"Suzhou, China"
2021-07-31,Machine_1025,Milling,Line_1,2015-11-17,2019-08-01,2,16,PL-123,"Suzhou, China"
2021-07-31,Machine_1026,CNC,Line_4,2018-02-09,2019-07-30,1,8,PL-123,"Suzhou, China"
2021-07-31,Machine_1027,CNC,Line_3,2016-11-27,2019-02-25,9,13,PL-123,"Suzhou, China"
2021-07-31,Machine_1028,3D Printer,Line_3,2016-03-07,2019-07-12,11,11,PL-123,"Suzhou, China"
2021-07-31,Machine_1029,Lathe,Line_3,2014-11-26,2019-07-07,8,17,PL-123,"Suzhou, China"
2021-07-31,Machine_1030,Drilling,Line_2,2016-12-10,2019-02-28,0,6,PL-123,"Suzhou, China"
2021-07-31,Machine_1031,Drilling,Line_2,2019-09-08,2019-05-04,1,5,PL-123,"Suzhou, China"
2021-07-31,Machine_1032,CNC,Line_2,2015-10-07,2019-03-27,7,13,PL-123,"Suzhou, China"
2021-07-31,Machine_1033,Drilling,Line_1,2018-04-18,2019-10-24,14,5,PL-123,"Suzhou, China"
2021-07-31,Machine_1034,CNC,Line_4,2017-07-13,2019-03-02,6,10,PL-123,"Suzhou, China"
2021-07-31,Machine_1035,3D Printer,Line_2,2014-11-12,2019-05-02,11,19,PL-123,"Suzhou, China"
2021-07-31,Machine_1036,Lathe,Line_4,2019-09-03,2019-07-11,0,19,PL-123,"Suzhou, China"
2021-07-31,Machine_1037,3D Printer,Line_4,2015-01-14,2019-06-12,4,6,PL-123,"Suzhou, China"
2021-07-31,Machine_1038,Milling,Line_4,2019-02-08,2019-05-03,9,8,PL-123,"Suzhou, China"
2021-07-31,Machine_1039,Milling,Line_1,2016-12-20,2019-06-23,5,10,PL-123,"Suzhou, China"
2021-07-31,Machine_1040,Milling,Line_1,2014-10-11,2019-01-24,4,9,PL-123,"Suzhou, China"
2021-07-31,Machine_1041,3D Printer,Line_3,2016-02-20,2019-05-05,3,15,PL-123,"Suzhou, China"
2021-07-31,Machine_1042,Drilling,Line_3,2017-07-07,2019-09-07,13,10,PL-123,"Suzhou, China"
2021-07-31,Machine_1043,Lathe,Line_4,2016-07-23,2019-05-14,12,7,PL-123,"Suzhou, China"
2021-07-31,Machine_1044,Milling,Line_3,2016-02-25,2019-10-04,0,9,PL-123,"Suzhou, China"
2021-07-31,Machine_1045,Milling,Line_4,2018-08-16,2019-05-03,6,6,PL-123,"Suzhou, China"
2021-07-31,Machine_1046,Milling,Line_1,2015-02-08,2019-06-22,8,11,PL-123,"Suzhou, China"
2021-07-31,Machine_1047,Lathe,Line_1,2016-09-29,2019-06-21,5,7,PL-123,"Suzhou, China"
2021-07-31,Machine_1048,Milling,Line_1,2015-02-24,2019-08-11,2,5,PL-123,"Suzhou, China"
2021-07-31,Machine_1049,Lathe,Line_2,2015-04-10,2019-05-17,14,18,PL-123,"Suzhou, China"
2021-08-31,Machine_1000,Milling,Line_4,2018-07-14,2019-03-10,9,12,PL-123,"Suzhou, China"
2021-08-31,Machine_1001,3D Printer,Line_1,2017-06-17,2019-06-04,13,12,PL-123,"Suzhou, China"
2021-08-31,Machine_1002,3D Printer,Line_4,2017-03-04,2019-07-30,3,7,PL-123,"Suzhou, China"
2021-08-31,Machine_1003,Lathe,Line_3,2019-01-08,2019-02-02,9,17,PL-123,"Suzhou, China"
2021-08-31,Machine_1004,3D Printer,Line_3,2019-06-13,2019-08-18,4,11,PL-123,"Suzhou, China"
2021-08-31,Machine_1005,Lathe,Line_1,2017-01-04,2019-08-10,14,13,PL-123,"Suzhou, China"
2021-08-31,Machine_1006,3D Printer,Line_4,2015-05-17,2019-08-31,11,12,PL-123,"Suzhou, China"
2021-08-31,Machine_1007,3D Printer,Line_1,2017-08-16,2019-04-03,11,7,PL-123,"Suzhou, China"
2021-08-31,Machine_1008,Lathe,Line_3,2016-08-25,2019-10-20,0,19,PL-123,"Suzhou, China"
2021-08-31,Machine_1009,Drilling,Line_1,2016-05-20,2019-08-10,4,17,PL-123,"Suzhou, China"
2021-08-31,Machine_1010,3D Printer,Line_4,2017-07-03,2019-11-12,0,6,PL-123,"Suzhou, China"
2021-08-31,Machine_1011,Milling,Line_3,2019-02-10,2019-03-02,8,17,PL-123,"Suzhou, China"
2021-08-31,Machine_1012,Drilling,Line_2,2017-02-23,2019-12-20,6,14,PL-123,"Suzhou, China"
2021-08-31,Machine_1013,Lathe,Line_3,2018-06-18,2019-06-12,2,11,PL-123,"Suzhou, China"
2021-08-31,Machine_1014,Drilling,Line_2,2019-01-30,2019-09-04,8,11,PL-123,"Suzhou, China"
2021-08-31,Machine_1015,CNC,Line_1,2016-11-08,2019-05-16,1,13,PL-123,"Suzhou, China"
2021-08-31,Machine_1016,CNC,Line_1,2016-08-05,2019-12-19,11,9,PL-123,"Suzhou, China"
2021-08-31,Machine_1017,3D Printer,Line_4,2018-05-06,2019-04-23,6,8,PL-123,"Suzhou, China"
2021-08-31,Machine_1018,3D Printer,Line_2,2016-06-05,2019-07-10,8,12,PL-123,"Suzhou, China"
2021-08-31,Machine_1019,Milling,Line_1,2014-12-24,2019-11-27,5,18,PL-123,"Suzhou, China"
2021-08-31,Machine_1020,Drilling,Line_2,2017-07-02,2019-12-06,9,8,PL-123,"Suzhou, China"
2021-08-31,Machine_1021,CNC,Line_1,2017-08-18,2019-05-21,4,8,PL-123,"Suzhou, China"
2021-08-31,Machine_1022,3D Printer,Line_3,2017-12-29,2019-09-22,11,16,PL-123,"Suzhou, China"
2021-08-31,Machine_1023,Drilling,Line_1,2015-06-10,2019-11-22,6,18,PL-123,"Suzhou, China"
2021-08-31,Machine_1024,3D Printer,Line_4,2016-01-24,2019-06-01,13,16,PL-123,"Suzhou, China"
2021-08-31,Machine_1025,3D Printer,Line_3,2017-01-06,2019-05-30,14,6,PL-123,"Suzhou, China"
2021-08-31,Machine_1026,CNC,Line_4,2014-09-29,2019-09-07,14,17,PL-123,"Suzhou, China"
2021-08-31,Machine_1027,CNC,Line_3,2018-01-14,2019-07-30,5,19,PL-123,"Suzhou, China"
2021-08-31,Machine_1028,3D Printer,Line_2,2014-11-29,2019-09-13,4,5,PL-123,"Suzhou, China"
2021-08-31,Machine_1029,Lathe,Line_4,2018-12-25,2019-02-08,13,8,PL-123,"Suzhou, China"
2021-08-31,Machine_1030,3D Printer,Line_1,2019-02-04,2019-04-26,1,11,PL-123,"Suzhou, China"
2021-08-31,Machine_1031,3D Printer,Line_2,2015-10-11,2019-04-20,7,16,PL-123,"Suzhou, China"
2021-08-31,Machine_1032,Milling,Line_1,2017-08-17,2019-07-13,14,13,PL-123,"Suzhou, China"
2021-08-31,Machine_1033,Milling,Line_3,2015-09-19,2019-07-03,12,13,PL-123,"Suzhou, China"
2021-08-31,Machine_1034,Milling,Line_3,2018-05-16,2019-11-18,6,16,PL-123,"Suzhou, China"
2021-08-31,Machine_1035,Lathe,Line_1,2016-11-10,2019-03-14,5,14,PL-123,"Suzhou, China"
2021-08-31,Machine_1036,Lathe,Line_1,2016-08-17,2019-12-02,4,19,PL-123,"Suzhou, China"
2021-08-31,Machine_1037,3D Printer,Line_2,2015-01-01,2019-02-18,4,5,PL-123,"Suzhou, China"
2021-08-31,Machine_1038,Milling,Line_1,2018-05-10,2019-07-13,8,9,PL-123,"Suzhou, China"
2021-08-31,Machine_1039,Lathe,Line_4,2014-07-29,2019-09-17,0,11,PL-123,"Suzhou, China"
2021-08-31,Machine_1040,CNC,Line_4,2019-08-30,2019-02-19,8,17,PL-123,"Suzhou, China"
2021-08-31,Machine_1041,3D Printer,Line_1,2016-05-31,2019-01-18,5,11,PL-123,"Suzhou, China"
2021-08-31,Machine_1042,Drilling,Line_4,2018-12-10,2019-10-29,3,14,PL-123,"Suzhou, China"
2021-08-31,Machine_1043,3D Printer,Line_1,2015-03-17,2019-01-24,9,10,PL-123,"Suzhou, China"
2021-08-31,Machine_1044,Drilling,Line_2,2018-10-21,2019-08-18,13,15,PL-123,"Suzhou, China"
2021-08-31,Machine_1045,Milling,Line_4,2016-10-28,2019-06-13,6,14,PL-123,"Suzhou, China"
